"","timestamp","x","y","z","label"
"1",0,-0.00738525390625,0.467025756835938,0.237945556640625,"stairUp"
"2",0.1,-0.284500122070248,0.334121704101593,0.428863525390581,"stairUp"
"3",0.2,0.0306155395507351,0.939884643554585,2.73244583129773,"stairUp"
"4",0.3,-0.0758112127131618,0.718922624684423,0.280577226118522,"stairUp"
"5",0.4,-0.49913024902346,1.07549041748054,-0.11090026855471,"stairUp"
"6",0.5,-0.404823688545585,0.792140613902691,-0.0174435702237713,"stairUp"
"7",0.6,-0.368823242187533,0.789228820800835,-0.0836621093749488,"stairUp"
"8",0.7,-0.526953957297587,1.07469223484848,0.174711285215435,"stairUp"
"9",0.8,-0.36231079101569,1.52049194335926,0.246316528320303,"stairUp"
"10",0.9,-0.473149155125603,1.34119916203043,0.247020220515855,"stairUp"
"11",1,-0.741688537597704,1.2114707946778,0.582729339599639,"stairUp"
"12",1.1,-0.0293147539850977,0.15561067215122,0.137867474796768,"stairUp"
"13",1.2,-0.321262207031605,0.246295471192452,0.247483825683676,"stairUp"
"14",1.3,-1.12857610529105,2.66710547244881,0.431444572679887,"stairUp"
"15",1.4,-0.37563079833982,1.09091201782232,0.204951934814534,"stairUp"
"16",1.5,-0.468960694592398,0.846753977765865,-0.111105716589669,"stairUp"
"17",1.6,-0.440256958007784,0.732924804687516,-0.0116729736327943,"stairUp"
"18",1.7,-0.316831492414365,0.825172038993445,0.0662872622711577,"stairUp"
"19",1.8,-0.562217864990053,1.01776031494189,-0.0913192749021017,"stairUp"
"20",1.9,-0.289509166370778,1.73141340775904,0.265941273082302,"stairUp"
"21",2,-0.386212158203129,1.21150054931645,0.0302536010742447,"stairUp"
"22",2.1,-0.324338045987287,0.8209247011128,-0.150885225546514,"stairUp"
"23",2.2,-0.0785276794434585,0.369979095458915,-0.000954284667893514,"stairUp"
"24",2.3,-0.394215901692749,0.353712293836887,0.0547129313150373,"stairUp"
"25",2.4,-0.889415283203308,1.47929565429701,-0.831398925781443,"stairUp"
"26",2.5,-0.115246397076472,0.859006014737281,0.0476453376537847,"stairUp"
"27",2.6,-0.485433654785146,0.933314514160138,-0.0996092224121037,"stairUp"
"28",2.7,-0.364891745827415,0.741096111259074,-0.0267700811829231,"stairUp"
"29",2.8,-0.402735595703243,0.852728881836023,-0.0224395751953338,"stairUp"
"30",2.9,-0.560503256441324,1.07377223775861,0.0148370916194419,"stairUp"
"31",3,-0.430963897705061,1.55776596069343,0.368520355224678,"stairUp"
"32",3.1,-0.556027961499707,1.13846796209167,0.0154807350851309,"stairUp"
"33",3.2,-0.609928588867008,0.875546264648229,0.239692382812411,"stairUp"
"34",3.3,-0.0872355759746404,0.220511850684574,-0.00749021587945908,"stairUp"
"35",3.4,-0.344933166504183,0.459066009522638,0.18454742431659,"stairUp"
"36",3.5,-0.536706327187607,1.58485304707191,0.333647448607028,"stairUp"
"37",3.6,-0.0585781860351735,0.882268066406253,0.036159973144522,"stairUp"
"38",3.7,-0.401664040305383,0.921275745738639,-0.102163141424016,"stairUp"
"39",3.8,-0.498704528808403,0.856350555419833,0.0127230834960822,"stairUp"
"40",3.9,-0.251732257881643,0.76257971561323,-0.0163994991418186,"stairUp"
"41",4,-0.588861083984377,1.11829223632812,-0.0282836914062526,"stairUp"
"42",4.1,-0.482418484157946,1.44661550810824,0.0549334901751203,"stairUp"
"43",4.2,-0.285303802490068,1.14693695068352,-0.0436863708496223,"stairUp"
"44",4.3,0.183395848129677,0.84586681019172,-0.0576273600260215,"stairUp"
"45",4.4,-0.10057861328119,0.555739135741965,0.0923278808595043,"stairUp"
"46",4.5,-0.0958794487848398,0.362311469184151,0.39819335937527,"stairUp"
"47",4.6,-0.258549499511731,0.659366760253897,0.768831939697294,"stairUp"
"48",4.7,-0.145277697630584,0.904454395024452,0.137788252397029,"stairUp"
"49",4.8,-0.503688354492108,1.04620849609359,-0.0841851806639946,"stairUp"
"50",4.9,-0.325900915897236,0.768949104077882,0.0334176728219689,"stairUp"
"51",5,-0.291172027587899,0.792873382568366,-0.00334930419922181,"stairUp"
"52",5.1,-0.526670667860152,1.09074987546385,-0.0494901098385097,"stairUp"
"53",5.2,-0.407258300781248,1.34896789550779,0.0585437011718556,"stairUp"
"54",5.3,-0.220870971679558,1.14416488493325,-0.0154457477607953,"stairUp"
"55",5.4,0.141595764159854,0.812124481200986,0.0391868591308446,"stairUp"
"56",5.5,-0.159250432794687,0.543866244229348,0.0869473544034794,"stairUp"
"57",5.6,-0.223272705078067,0.396954956054691,0.261732788085937,"stairUp"
"58",5.7,-0.600058199179347,0.505859529129133,0.162567292801093,"stairUp"
"59",5.8,-0.375426177978713,0.939799194336034,-0.0607997131347221,"stairUp"
"60",5.9,-0.666156036685189,1.05870564778645,-0.0191232700540653,"stairUp"
"61",6,-0.375059509277346,0.832917785644535,-0.0717254638671931,"stairUp"
"62",6.1,-0.31434955018938,0.776150327740371,0.0732759417909631,"stairUp"
"63",6.2,-0.334059295654311,0.9573083496094,0.0352459716796708,"stairUp"
"64",6.3,-0.420026220456518,1.28252896395604,0.0319679337318918,"stairUp"
"65",6.4,-0.425302124023458,1.51535034179665,0.136292724609171,"stairUp"
